"Country","Response_measure","date_start","date_end"
"Slovakia","ClosHighPartial",2020-06-10,NA
"Slovakia","ClosPrim",2020-03-30,2020-05-31
"Slovakia","ClosPrimPartial",2020-06-01,2020-06-30
"Slovakia","ClosPrimPartial",2020-10-12,2021-04-11
"Slovakia","ClosPubAnyPartial",2020-03-12,2020-05-20
"Slovakia","ClosPubAnyPartial",2020-10-01,NA
"Slovakia","ClosSec",2020-03-16,2020-05-31
"Slovakia","ClosSec",2020-10-12,2020-11-15
"Slovakia","ClosSecPartial",2020-06-01,2020-06-30
"Slovakia","ClosSecPartial",2020-11-16,NA
"Slovakia","EntertainmentVenues",2020-03-16,2020-05-20
"Slovakia","EntertainmentVenues",2020-10-15,2020-11-15
"Slovakia","EntertainmentVenues",2020-12-19,2021-04-26
"Slovakia","EntertainmentVenuesPartial",2020-11-16,2020-12-18
"Slovakia","EntertainmentVenuesPartial",2021-04-27,NA
"Slovakia","GymsSportsCentres",2020-03-16,2020-05-20
"Slovakia","GymsSportsCentres",2020-10-15,2020-11-15
"Slovakia","GymsSportsCentres",2020-12-19,2021-04-25
"Slovakia","GymsSportsCentresPartial",2020-11-16,2020-12-18
"Slovakia","GymsSportsCentresPartial",2021-04-26,NA
"Slovakia","HotelsOtherAccommodation",2021-01-01,2021-01-10
"Slovakia","HotelsOtherAccommodationPartial",2020-03-12,2020-05-20
"Slovakia","HotelsOtherAccommodationPartial",2020-12-14,2020-12-31
"Slovakia","HotelsOtherAccommodationPartial",2021-01-11,NA
"Slovakia","IndoorOver100",2020-06-04,2020-06-14
"Slovakia","IndoorOver1000",2020-06-15,2020-08-31
"Slovakia","IndoorOver500",2020-09-01,2020-09-30
"Slovakia","MasksMandatoryAllSpaces",2020-03-25,2020-06-09
"Slovakia","MasksMandatoryAllSpaces",2020-10-01,2021-04-18
"Slovakia","MasksMandatoryClosedSpaces",2020-06-10,2020-09-30
"Slovakia","MasksMandatoryClosedSpaces",2021-04-19,NA
"Slovakia","MassGather50",2020-03-10,2020-06-03
"Slovakia","MassGather50Partial",2020-11-02,2020-11-14
"Slovakia","MassGather50Partial",2020-12-30,2021-04-28
"Slovakia","MassGatherAll",2020-03-10,2020-09-30
"Slovakia","MassGatherAllPartial",2020-11-02,2020-11-14
"Slovakia","MassGatherAllPartial",2020-12-30,2021-04-28
"Slovakia","NonEssentialShops",2020-03-16,2020-04-21
"Slovakia","NonEssentialShopsPartial",2020-04-22,2020-05-20
"Slovakia","NonEssentialShopsPartial",2020-10-01,NA
"Slovakia","OutdoorOver100",2020-06-04,2020-06-14
"Slovakia","OutdoorOver1000",2020-06-15,2020-09-30
"Slovakia","PlaceOfWorshipPartial",2021-01-01,NA
"Slovakia","PrivateGatheringRestrictionsPartial",2020-10-01,NA
"Slovakia","RestaurantsCafes",2021-01-01,2021-04-25
"Slovakia","RestaurantsCafesPartial",2020-03-12,2020-05-20
"Slovakia","RestaurantsCafesPartial",2020-10-01,2020-12-31
"Slovakia","RestaurantsCafesPartial",2021-04-26,NA
"Slovakia","StayHomeOrder",2020-12-30,2021-02-28
"Slovakia","StayHomeOrderPartial",2020-11-02,2020-11-14
"Slovakia","StayHomeOrderPartial",2021-03-01,2021-04-28
"Slovakia","Teleworking",2020-11-02,2021-04-18
"Slovakia","TeleworkingPartial",2021-04-19,NA
"Slovenia","BanOnAllEvents",2020-10-17,2021-04-18
"Slovenia","ClosDaycare",2020-03-12,2020-05-17
"Slovenia","ClosDaycare",2020-10-24,2021-01-25
"Slovenia","ClosDaycare",2021-04-01,2021-04-11
"Slovenia","ClosHigh",2020-03-12,2020-05-17
"Slovenia","ClosHigh",2020-10-24,2021-01-25
"Slovenia","ClosHigh",2021-04-01,2021-04-24
"Slovenia","ClosPrim",2020-03-12,2020-06-03
"Slovenia","ClosPrim",2020-10-24,2021-01-25
"Slovenia","ClosPrim",2021-04-01,2021-04-11
"Slovenia","ClosPrimPartial",2021-02-02,2021-02-14
"Slovenia","ClosPubAny",2020-03-14,2020-04-28
"Slovenia","ClosPubAny",2020-09-21,2020-12-14
"Slovenia","ClosPubAnyPartial",2020-04-29,2020-09-20
"Slovenia","ClosPubAnyPartial",2020-12-15,NA
"Slovenia","ClosSec",2020-03-12,2020-05-17
"Slovenia","ClosSec",2020-10-19,2021-02-14
"Slovenia","ClosSec",2021-04-01,2021-04-11
"Slovenia","ClosSecPartial",2020-05-18,2020-06-24
"Slovenia","ClosSecPartial",2021-02-15,2021-03-07
"Slovenia","ClosureOfPublicTransport",2020-03-14,2020-04-30
"Slovenia","ClosureOfPublicTransport",2020-11-16,2020-12-15
"Slovenia","EntertainmentVenues",2020-03-15,2020-04-28
"Slovenia","EntertainmentVenues",2020-09-21,2020-12-18
"Slovenia","EntertainmentVenues",2021-01-09,2021-03-19
"Slovenia","EntertainmentVenues",2021-04-01,NA
"Slovenia","EntertainmentVenuesPartial",2020-04-29,2020-09-20
"Slovenia","EntertainmentVenuesPartial",2020-12-19,2021-01-08
"Slovenia","EntertainmentVenuesPartial",2021-03-20,2021-03-31
"Slovenia","GymsSportsCentres",2020-03-15,2020-05-17
"Slovenia","GymsSportsCentresPartial",2020-05-18,2020-06-01
"Slovenia","IndoorOver100",2020-03-10,2020-05-31
"Slovenia","IndoorOver50",2020-06-15,2020-07-08
"Slovenia","IndoorOver500",2020-03-07,2020-03-09
"Slovenia","MasksMandatoryAllSpaces",2020-03-30,2020-06-01
"Slovenia","MasksMandatoryAllSpacesPartial",2020-09-19,NA
"Slovenia","MasksMandatoryClosedSpaces",2020-06-25,NA
"Slovenia","MassGather50",2020-05-18,2020-05-31
"Slovenia","MassGather50",2020-06-15,2020-07-08
"Slovenia","MassGather50",2020-10-17,2021-04-18
"Slovenia","MassGatherAll",2020-03-07,2020-07-08
"Slovenia","MassGatherAll",2020-10-17,2021-04-18
"Slovenia","NonEssentialShops",2020-03-15,2020-04-20
"Slovenia","NonEssentialShops",2020-10-24,2020-12-14
"Slovenia","NonEssentialShopsPartial",2020-12-15,NA
"Slovenia","OutdoorOver50",2020-05-18,2020-05-31
"Slovenia","OutdoorOver500",2020-03-10,2020-03-18
"Slovenia","OutdoorOver500",2020-06-01,2020-06-14
"Slovenia","PlaceOfWorship",2021-04-01,NA
"Slovenia","PrivateGatheringRestrictions",2020-03-19,2020-05-17
"Slovenia","PrivateGatheringRestrictions",2020-10-20,NA
"Slovenia","RestaurantsCafes",2020-03-15,2020-05-03
"Slovenia","RestaurantsCafes",2021-05-10,NA
"Slovenia","RestaurantsCafesPartial",2020-05-04,2020-05-18
"Slovenia","RestaurantsCafesPartial",2021-04-24,2021-05-09
"Slovenia","StayHomeOrder",2020-03-19,2020-05-04
"Slovenia","StayHomeOrderPartial",2020-10-20,NA
"Slovenia","Teleworking",2020-03-04,NA
"Slovenia","WorkplaceClosures",2020-03-15,2020-05-04
"Spain","AdaptationOfWorkplace",2020-04-11,NA
"Spain","BanOnAllEvents",2020-03-14,2020-06-01
"Spain","BanOnAllEvents",2020-10-25,NA
"Spain","BanOnAllEventsPartial",2020-10-01,2020-10-24
"Spain","ClosDaycare",2020-03-12,2020-08-27
"Spain","ClosHigh",2020-03-12,2020-08-27
"Spain","ClosHighPartial",2020-09-15,NA
"Spain","ClosPrim",2020-03-12,2020-08-27
"Spain","ClosPubAny",2020-03-14,2020-05-03
"Spain","ClosPubAny",2020-10-01,2020-10-24
"Spain","ClosPubAnyPartial",2020-05-04,2020-09-30
"Spain","ClosPubAnyPartial",2020-10-25,NA
"Spain","ClosSec",2020-03-12,2020-08-27
"Spain","EntertainmentVenues",2020-03-14,2020-05-10
"Spain","EntertainmentVenues",2020-08-14,NA
"Spain","EntertainmentVenuesPartial",2020-05-11,2020-06-20
"Spain","GymsSportsCentres",2020-03-14,2020-06-20
"Spain","HotelsOtherAccommodation",2020-03-14,2020-05-31
"Spain","HotelsOtherAccommodationPartial",2020-06-01,2020-06-20
"Spain","IndoorOver100",2020-06-02,2020-06-21
"Spain","MasksMandatoryAllSpaces",2021-03-30,NA
"Spain","MasksMandatoryAllSpacesPartial",2020-05-21,2020-08-03
"Spain","MasksMandatoryClosedSpaces",2020-05-04,2020-05-21
"Spain","MasksMandatoryClosedSpaces",2020-08-04,2021-03-29
"Spain","MasksVoluntaryClosedSpaces",2020-03-13,2020-05-03
"Spain","MassGather50",2020-03-14,2020-06-01
"Spain","MassGather50",2020-10-25,NA
"Spain","MassGather50Partial",2020-10-01,2020-10-24
"Spain","MassGatherAll",2020-03-14,2020-06-21
"Spain","MassGatherAll",2020-10-25,NA
"Spain","MassGatherAllPartial",2020-10-01,2020-10-24
"Spain","OutdoorOver1000",2020-06-02,2020-06-21
"Spain","PlaceOfWorshipPartial",2020-10-25,NA
"Spain","PrivateGatheringRestrictions",2020-12-24,2021-01-01
"Spain","PrivateGatheringRestrictions",2021-03-26,2021-04-09
"Spain","RegionalStayHomeOrderPartial",2020-10-25,NA
"Spain","RestaurantsCafes",2020-03-14,2020-05-03
"Spain","RestaurantsCafesPartial",2020-05-04,2020-09-30
"Spain","SocialCirclePartial",2020-08-27,NA
"Spain","StayHomeGen",2020-03-09,2020-03-13
"Spain","StayHomeOrder",2020-03-14,2020-05-03
"Spain","StayHomeOrderPartial",2020-05-04,2020-05-11
"Spain","StayHomeOrderPartial",2021-03-26,2021-04-09
"Spain","StayHomeRiskG",2020-03-12,NA
"Spain","Teleworking",2020-03-09,2020-04-12
"Spain","TeleworkingPartial",2020-04-13,NA
"Sweden","AdaptationOfWorkplace",2020-07-08,NA
"Sweden","AdaptationOfWorkplacePartial",2020-03-25,2020-07-07
"Sweden","BanOnAllEvents",2020-03-29,2020-06-13
"Sweden","BanOnAllEventsPartial",2020-06-14,2021-03-05
"Sweden","ClosHigh",2020-03-18,2020-06-15
"Sweden","ClosPubAnyPartial",2020-07-01,NA
"Sweden","ClosSec",2020-03-18,2020-06-15
"Sweden","ClosSec",2020-12-07,2021-04-01
"Sweden","ClosSecPartial",2020-11-23,2020-12-06
"Sweden","EntertainmentVenuesPartial",2021-03-25,NA
"Sweden","GymsSportsCentresPartial",2021-03-06,NA
"Sweden","IndoorOver500",2020-03-12,2020-03-28
"Sweden","IndoorOver500",2021-03-06,NA
"Sweden","MasksVoluntaryClosedSpacesPartial",2021-01-07,NA
"Sweden","MassGather50",2020-03-29,2020-06-13
"Sweden","MassGather50Partial",2020-06-14,2021-03-05
"Sweden","MassGatherAll",2020-03-12,2020-06-13
"Sweden","MassGatherAll",2021-03-06,NA
"Sweden","MassGatherAllPartial",2020-06-14,2021-03-05
"Sweden","NonEssentialShopsPartial",2021-03-09,NA
"Sweden","OutdoorOver500",2021-03-06,NA
"Sweden","PrivateGatheringRestrictions",2020-11-30,NA
"Sweden","RestaurantsCafesPartial",2020-07-01,NA
"Sweden","StayHomeRiskG",2020-04-01,2020-10-22
"Sweden","Teleworking",2020-03-16,NA
"Switzerland","AdaptationOfWorkplace",2021-01-18,NA
"Switzerland","BanOnAllEvents",2020-03-20,2020-06-05
"Switzerland","BanOnAllEvents",2021-01-18,2021-04-18
"Switzerland","ClosHigh",2020-03-16,2020-05-11
"Switzerland","ClosHigh",2020-11-02,NA
"Switzerland","ClosPrim",2020-03-16,2020-05-11
"Switzerland","ClosPubAny",2020-03-16,2020-05-10
"Switzerland","ClosPubAny",2021-01-18,2021-02-28
"Switzerland","ClosPubAnyPartial",2020-05-11,2020-06-06
"Switzerland","ClosPubAnyPartial",2020-10-29,2021-01-17
"Switzerland","ClosPubAnyPartial",2021-03-01,NA
"Switzerland","ClosSec",2020-03-16,2020-05-11
"Switzerland","EntertainmentVenues",2020-12-22,2021-02-28
"Switzerland","EntertainmentVenuesPartial",2020-10-29,2020-12-21
"Switzerland","EntertainmentVenuesPartial",2021-03-01,NA
"Switzerland","GymsSportsCentres",2020-03-16,2020-05-10
"Switzerland","GymsSportsCentres",2020-12-22,NA
"Switzerland","GymsSportsCentresPartial",2020-05-11,2020-06-06
"Switzerland","IndoorOver100",2020-03-13,2020-03-19
"Switzerland","IndoorOver100",2020-06-06,2020-06-22
"Switzerland","IndoorOver1000",2020-03-02,2020-03-12
"Switzerland","IndoorOver1000",2020-06-23,2020-10-01
"Switzerland","IndoorOver50",2020-10-29,2021-01-17
"Switzerland","IndoorOver50",2021-04-19,NA
"Switzerland","MasksMandatoryAllSpaces",2020-07-06,NA
"Switzerland","MasksVoluntaryClosedSpaces",2020-03-16,2020-07-05
"Switzerland","MassGather50",2020-03-20,2020-06-05
"Switzerland","MassGather50",2020-10-29,NA
"Switzerland","MassGatherAll",2020-02-28,2020-10-01
"Switzerland","MassGatherAll",2020-10-29,NA
"Switzerland","NonEssentialShops",2020-03-20,2020-05-11
"Switzerland","NonEssentialShops",2021-01-18,2021-03-01
"Switzerland","NonEssentialShopsPartial",2020-12-11,2021-01-17
"Switzerland","OutdoorOver100",2020-03-13,2020-03-19
"Switzerland","OutdoorOver100",2020-06-06,2020-06-22
"Switzerland","OutdoorOver100",2021-04-19,NA
"Switzerland","OutdoorOver1000",2020-02-28,2020-03-12
"Switzerland","OutdoorOver1000",2020-07-07,2020-10-01
"Switzerland","OutdoorOver500",2020-06-23,2020-07-06
"Switzerland","PrivateGatheringRestrictions",2020-03-20,2020-06-05
"Switzerland","PrivateGatheringRestrictions",2020-10-19,NA
"Switzerland","RestaurantsCafes",2020-03-16,2020-06-06
"Switzerland","RestaurantsCafes",2020-12-22,2021-04-18
"Switzerland","RestaurantsCafesPartial",2020-10-29,2020-12-21
"Switzerland","RestaurantsCafesPartial",2021-04-19,NA
"Switzerland","StayHomeGen",2020-12-22,2021-01-22
"Switzerland","StayHomeRiskG",2020-03-16,NA
"Switzerland","Teleworking",2020-03-16,2021-01-17
"Switzerland","TeleworkingPartial",2021-01-18,NA
"United Kingdom","BanOnAllEvents",2020-09-14,2020-12-01
"United Kingdom","ClosDaycare",2020-03-23,2020-05-31
"United Kingdom","ClosDaycarePartial",2020-06-01,2020-09-01
"United Kingdom","ClosPrim",2020-03-23,2020-05-31
"United Kingdom","ClosPrimPartial",2020-06-01,2020-09-01
"United Kingdom","ClosPubAny",2020-03-16,2020-05-09
"United Kingdom","ClosPubAnyPartial",2020-05-10,2020-08-07
"United Kingdom","ClosPubAnyPartial",2020-09-24,2020-12-01
"United Kingdom","ClosSec",2020-03-23,2020-06-14
"United Kingdom","ClosSecPartial",2020-06-15,2020-09-01
"United Kingdom","EntertainmentVenues",2020-03-16,2020-07-02
"United Kingdom","EntertainmentVenues",2020-11-05,2020-12-01
"United Kingdom","EntertainmentVenuesPartial",2020-07-03,2020-08-07
"United Kingdom","GymsSportsCentres",2020-03-20,2020-05-12
"United Kingdom","GymsSportsCentres",2020-11-05,2020-12-01
"United Kingdom","GymsSportsCentresPartial",2020-05-13,2020-07-09
"United Kingdom","HotelsOtherAccommodation",2020-03-24,2020-07-02
"United Kingdom","HotelsOtherAccommodationPartial",2020-11-05,2020-12-01
"United Kingdom","IndoorOver50",2020-07-04,2020-09-13
"United Kingdom","MasksMandatoryClosedSpaces",2020-07-27,NA
"United Kingdom","MasksVoluntaryClosedSpaces",2020-06-09,2020-07-26
"United Kingdom","MassGather50",2020-05-28,2020-12-01
"United Kingdom","MassGatherAll",2020-05-28,2020-12-01
"United Kingdom","NonEssentialShops",2020-03-23,2020-05-09
"United Kingdom","NonEssentialShops",2020-11-05,2020-12-01
"United Kingdom","NonEssentialShopsPartial",2020-05-10,2020-06-12
"United Kingdom","OutdoorOver50",2020-05-28,2020-09-13
"United Kingdom","PlaceOfWorship",2020-03-24,2020-05-18
"United Kingdom","PrivateGatheringRestrictions",2020-03-24,2020-07-03
"United Kingdom","PrivateGatheringRestrictions",2020-09-09,2020-12-01
"United Kingdom","RegionalStayHomeOrder",2020-10-23,2020-11-08
"United Kingdom","RegionalStayHomeOrder",2020-12-20,2021-04-11
"United Kingdom","RestaurantsCafes",2020-03-16,2020-07-02
"United Kingdom","RestaurantsCafes",2020-11-05,2020-12-01
"United Kingdom","RestaurantsCafesPartial",2020-09-24,2020-11-04
"United Kingdom","SocialCircle",2020-09-09,2020-12-01
"United Kingdom","StayHomeGen",2020-03-16,2020-03-23
"United Kingdom","StayHomeOrder",2020-03-24,2020-05-09
"United Kingdom","StayHomeOrder",2020-11-05,2020-12-01
"United Kingdom","StayHomeOrderPartial",2020-05-10,2020-07-04
"United Kingdom","StayHomeRiskG",2020-03-16,2020-07-05
"United Kingdom","StayHomeRiskG",2020-11-05,2020-12-01
"United Kingdom","StayHomeRiskGPartial",2020-07-06,2020-08-01
"United Kingdom","Teleworking",2020-03-16,2020-05-09
